Id,SalePrice
2145,139000
2146,226000
2147,119000
2148,119900
2149,145000
2150,239000
2151,55000
2152,239000
2153,137000
2154,129000
2155,129000
2156,160000
2157,137000
2158,174000
2159,135000
2160,145000
2161,119900
2162,164500
2163,164500
2164,230000
2165,136905
2166,119900
2167,160000
2168,174000
2169,137000
2170,215000
2171,174000
2172,160000
2173,377500
2174,119000
2175,160000
2176,190000
2177,132500
2178,200000
2179,160000
2180,135000
2181,137000
2182,110000
2183,137000
2184,137000
2185,177000
2186,84500
2187,160000
2188,140000
2189,240000
2190,84500
2191,84500
2192,107500
2193,80000
2194,129000
2195,137000
2196,133900
2197,55000
2198,133900
2199,119900
2200,119900
2201,177000
2202,118000
2203,160000
2204,158900
2205,160000
2206,137000
2207,160000
2208,175000
2209,239000
2210,81000
2211,118000
2212,84500
2213,129000
2214,84500
2215,133900
2216,137000
2217,345000
2218,55000
2219,55000
2220,129000
2221,55000
2222,55000
2223,235000
2224,313000
2225,135000
2226,127500
2227,55000
2228,191000
2229,238000
2230,137000
2231,118500
2232,345000
2233,475000
2234,325000
2235,160000
2236,214900
2237,110000
2238,139000
2239,137000
2240,153500
2241,174000
2242,160000
2243,55000
2244,84500
2245,91000
2246,223500
2247,80000
2248,84500
2249,84500
2250,215000
2251,160000
2252,120000
2253,129000
2254,145000
2255,160000
2256,119900
2257,133900
2258,160000
2259,160000
2260,223500
2261,55000
2262,55000
2263,325000
2264,402000
2265,184750
2266,129000
2267,90000
2268,345000
2269,125000
2270,178000
2271,118000
2272,122500
2273,178000
2274,135000
2275,235000
2276,119900
2277,137000
2278,119900
2279,119900
2280,223500
2281,113000
2282,270000
2283,88000
2284,84500
2285,147000
2286,133900
2287,118000
2288,164500
2289,197000
2290,197000
2291,309000
2292,197000
2293,197000
2294,197000
2295,239000
2296,235000
2297,145000
2298,200000
2299,325000
2300,197000
2301,174000
2302,137000
2303,137000
2304,120000
2305,55000
2306,55000
2307,93000
2308,55000
2309,129000
2310,93000
2311,55000
2312,108959
2313,122000
2314,108959
2315,129000
2316,119900
2317,148000
2318,137000
2319,133900
2320,133900
2321,160000
2322,55000
2323,239000
2324,281000
2325,200000
2326,158000
2327,119900
2328,160000
2329,129000
2330,129000
2331,336000
2332,135000
2333,171000
2334,106250
2335,148000
2336,145000
2337,137000
2338,164500
2339,135000
2340,325000
2341,135000
2342,137000
2343,137000
2344,137000
2345,137000
2346,137000
2347,137000
2348,137000
2349,135000
2350,336000
2351,135000
2352,164500
2353,135000
2354,133900
2355,133900
2356,80000
2357,133900
2358,158900
2359,129000
2360,84500
2361,145000
2362,223500
2363,132500
2364,239686
2365,55000
2366,55000
2367,130000
2368,55000
2369,153500
2370,146000
2371,160000
2372,140000
2373,160000
2374,160000
2375,129000
2376,118500
2377,475000
2378,154000
2379,137000
2380,160000
2381,177000
2382,180000
2383,137000
2384,135000
2385,120000
2386,106250
2387,137000
2388,125000
2389,140000
2390,277000
2391,137000
2392,137000
2393,137000
2394,137000
2395,137000
2396,466500
2397,223500
2398,148000
2399,55000
2400,55000
2401,55000
2402,137000
2403,119900
2404,145000
2405,160000
2406,137000
2407,84500
2408,129000
2409,137000
2410,137000
2411,137000
2412,175000
2413,127500
2414,80000
2415,137000
2416,200000
2417,137000
2418,137000
2419,118000
2420,137000
2421,137000
2422,190000
2423,108959
2424,158000
2425,625000
2426,140000
2427,106250
2428,135000
2429,137000
2430,119900
2431,133900
2432,160000
2433,140000
2434,137000
2435,137000
2436,107500
2437,84500
2438,84500
2439,107500
2440,93000
2441,55000
2442,55000
2443,133900
2444,160000
2445,93000
2446,129000
2447,119000
2448,129000
2449,55000
2450,129000
2451,55000
2452,345000
2453,129000
2454,178000
2455,118000
2456,129000
2457,93000
2458,93000
2459,93000
2460,160000
2461,93000
2462,93000
2463,93000
2464,129000
2465,129000
2466,129000
2467,160000
2468,135900
2469,135900
2470,235000
2471,129000
2472,140000
2473,55000
2474,140000
2475,238000
2476,55000
2477,325000
2478,325000
2479,274000
2480,265979
2481,158900
2482,137000
2483,135000
2484,160000
2485,160000
2486,345000
2487,475000
2488,107500
2489,255000
2490,90000
2491,160000
2492,172000
2493,223500
2494,223500
2495,239000
2496,238000
2497,139000
2498,55000
2499,158900
2500,55000
2501,129000
2502,122500
2503,118000
2504,755000
2505,137000
2506,137000
2507,135000
2508,122000
2509,154000
2510,137000
2511,133900
2512,137000
2513,160000
2514,223500
2515,174000
2516,127500
2517,129000
2518,239000
2519,132500
2520,239686
2521,137000
2522,160000
2523,164500
2524,129000
2525,137000
2526,129000
2527,239000
2528,137000
2529,133900
2530,133900
2531,180000
2532,137000
2533,119900
2534,188700
2535,174000
2536,190000
2537,239000
2538,137000
2539,119900
2540,119900
2541,119900
2542,119900
2543,137000
2544,119900
2545,239000
2546,137000
2547,84500
2548,160000
2549,107500
2550,184750
2551,55000
2552,84500
2553,84500
2554,129000
2555,127500
2556,129000
2557,129000
2558,200000
2559,118000
2560,118000
2561,55000
2562,118000
2563,118000
2564,133900
2565,235000
2566,160000
2567,84500
2568,235000
2569,223500
2570,81000
2571,223500
2572,55000
2573,223500
2574,239000
2575,118000
2576,118000
2577,129000
2578,55000
2579,177000
2580,137000
2581,84500
2582,84500
2583,55000
2584,140000
2585,135000
2586,239686
2587,160000
2588,160000
2589,145000
2590,55000
2591,223500
2592,119900
2593,137000
2594,140000
2595,160000
2596,214900
2597,160000
2598,261500
2599,148000
2600,240000
2601,84500
2602,75500
2603,83500
2604,75500
2605,81000
2606,137000
2607,190000
2608,239000
2609,137000
2610,118000
2611,244400
2612,248000
2613,265979
2614,145000
2615,250000
2616,135000
2617,261500
2618,184750
2619,148000
2620,129000
2621,174000
2622,129000
2623,239686
2624,143900
2625,110000
2626,160000
2627,130000
2628,108959
2629,239000
2630,177000
2631,345000
2632,200000
2633,129000
2634,475000
2635,119000
2636,135000
2637,160000
2638,137000
2639,135000
2640,135000
2641,133900
2642,270000
2643,172500
2644,160000
2645,81000
2646,118000
2647,118000
2648,55000
2649,133900
2650,146000
2651,160000
2652,239000
2653,194000
2654,336000
2655,233230
2656,235000
2657,145000
2658,238000
2659,120000
2660,131500
2661,235000
2662,190000
2663,174000
2664,93000
2665,129000
2666,93000
2667,122000
2668,122000
2669,200000
2670,200000
2671,137000
2672,55000
2673,160000
2674,160000
2675,55000
2676,129000
2677,160000
2678,158000
2679,145000
2680,145000
2681,160000
2682,135000
2683,176000
2684,145000
2685,174000
2686,215000
2687,187500
2688,125000
2689,137000
2690,193500
2691,119900
2692,137000
2693,281000
2694,177000
2695,119900
2696,140000
2697,137000
2698,137000
2699,118000
2700,118000
2701,160000
2702,137000
2703,137000
2704,160000
2705,160000
2706,119900
2707,160000
2708,174000
2709,160000
2710,160000
2711,197000
2712,340000
2713,55000
2714,147400
2715,160000
2716,160000
2717,160000
2718,133900
2719,345000
2720,135000
2721,137000
2722,137000
2723,137000
2724,137000
2725,160000
2726,137000
2727,137000
2728,119000
2729,135000
2730,106250
2731,129000
2732,137000
2733,137000
2734,125000
2735,137000
2736,137000
2737,145000
2738,160000
2739,174000
2740,160000
2741,137000
2742,160000
2743,145000
2744,122000
2745,137000
2746,438780
2747,122000
2748,118000
2749,265979
2750,345000
2751,90000
2752,625000
2753,132000
2754,475000
2755,118000
2756,140000
2757,200000
2758,107500
2759,133900
2760,106250
2761,135000
2762,137000
2763,106250
2764,148000
2765,223500
2766,80000
2767,129000
2768,137000
2769,107500
2770,140000
2771,107500
2772,107500
2773,129000
2774,129000
2775,55000
2776,129000
2777,84500
2778,55000
2779,129000
2780,129000
2781,55000
2782,133900
2783,118000
2784,93000
2785,93000
2786,129000
2787,129000
2788,135900
2789,84500
2790,153500
2791,119900
2792,55000
2793,110000
2794,93000
2795,93000
2796,239686
2797,145000
2798,140000
2799,133900
2800,129000
2801,133900
2802,230000
2803,250000
2804,475000
2805,129000
2806,55000
2807,55000
2808,146800
2809,135000
2810,137000
2811,160000
2812,160000
2813,160000
2814,137000
2815,223500
2816,223500
2817,148000
2818,106250
2819,83500
2820,137000
2821,84500
2822,176000
2823,239000
2824,154000
2825,118500
2826,139000
2827,137000
2828,148000
2829,137000
2830,248000
2831,133900
2832,226000
2833,131500
2834,281000
2835,137000
2836,137000
2837,118500
2838,118000
2839,265979
2840,160000
2841,137000
2842,142600
2843,129000
2844,140000
2845,133900
2846,160000
2847,129000
2848,172000
2849,137000
2850,145000
2851,223500
2852,242000
2853,242000
2854,55000
2855,137000
2856,137000
2857,137000
2858,119900
2859,119900
2860,129000
2861,194000
2862,133900
2863,137000
2864,281000
2865,55000
2866,130000
2867,107500
2868,137000
2869,129000
2870,108959
2871,129000
2872,129000
2873,222500
2874,200000
2875,84500
2876,118000
2877,55000
2878,129000
2879,135000
2880,93000
2881,239000
2882,230000
2883,137000
2884,175000
2885,132000
2886,345000
2887,118000
2888,118000
2889,129000
2890,118000
2891,137000
2892,110000
2893,129000
2894,129000
2895,135900
2896,55000
2897,239000
2898,119900
2899,137000
2900,172000
2901,240000
2902,160000
2903,200000
2904,148000
2905,168000
2906,107500
2907,55000
2908,122000
2909,261500
2910,80000
2911,80000
2912,345000
2913,92000
2914,86000
2915,84500
2916,81000
2917,223500
2918,145000
2919,137000
